,Unnamed: 0,No,Y_t,J_t,ID index,time,X_t,normal,J_t_pred,Interpolated X_t
127,127,25,160383.0,2048.0,10,12,78.31201171875,1,2048.6,78.31201171875
128,128,25,150342.0,2178.0,10,13,69.02754820936639,1,2048.6,69.02754820936639
129,129,25,165213.0,2176.0,10,14,75.92509191176471,1,2048.6,75.92509191176471
130,130,25,154131.0,2151.0,10,15,71.6555090655509,1,2048.6,71.6555090655509
131,131,25,141552.0,2135.0,10,16,66.3007025761124,1,2048.6,66.3007025761124
132,132,27,349317.0,1422.0,11,5,245.65189873417717,1,2007.5,245.65189873417717
133,133,27,258042.0,1958.0,11,6,131.78855975485192,1,2007.5,131.78855975485192
134,134,27,180072.0,1934.0,11,7,93.10858324715616,1,2007.5,93.10858324715616
135,135,27,124815.0,2113.0,11,8,59.07004259346901,1,2007.5,59.07004259346901
136,136,27,83694.0,2187.0,11,9,38.26886145404664,1,2007.5,38.26886145404664
137,137,27,89325.0,1959.0,11,10,45.59724349157734,1,2007.5,45.59724349157734
138,138,27,82962.0,2130.0,11,11,38.94929577464789,1,2007.5,38.94929577464788
139,139,27,86175.0,2063.0,11,12,41.771691711100345,1,2007.5,41.771691711100345
140,140,27,61299.0,2160.0,11,13,28.379166666666666,1,2007.5,28.379166666666663
141,141,27,68511.0,2149.0,11,14,31.880409492787344,1,2007.5,31.880409492787344
142,142,27,66363.0,2124.0,11,15,31.244350282485875,1,2007.5,31.244350282485875
143,143,27,60630.0,2127.0,11,16,28.504936530324397,1,2007.5,28.504936530324397
144,144,29,446136.0,1493.0,12,5,298.81848626925654,1,2001.5,298.81848626925654
145,145,29,353061.0,1758.0,12,6,200.83105802047783,1,2001.5,200.83105802047783
146,146,29,291753.0,2099.0,12,7,138.99618866126727,1,2001.5,138.99618866126724
147,147,29,233340.0,2084.0,12,8,111.96737044145873,1,2001.5,111.96737044145873
148,148,29,169671.0,2168.0,12,9,78.26153136531366,1,2001.5,78.26153136531366
149,149,29,166719.0,1974.0,12,10,84.45744680851064,1,2001.5,84.45744680851064
150,150,29,136293.0,2061.0,12,11,66.12954876273653,1,2001.5,66.12954876273653
151,151,29,152142.0,2031.0,12,12,74.90989660265879,1,2001.5,74.90989660265879
152,152,29,149847.0,2180.0,12,13,68.73715596330274,1,2001.5,68.73715596330274
153,153,29,126369.0,2167.0,12,14,58.315182279649285,1,2001.5,58.31518227964929
154,154,29,111981.0,2149.0,12,15,52.1084225221033,1,2001.5,52.1084225221033
155,155,29,98688.0,2124.0,12,16,46.46327683615819,1,2001.5,46.46327683615819
156,156,31,364443.0,1539.0,13,5,236.8050682261208,1,1968.3,236.8050682261208
157,157,31,208689.0,1847.0,13,6,112.9880887926367,1,1968.3,112.9880887926367
158,158,31,162138.0,2058.0,13,7,78.78425655976677,1,1968.3,78.78425655976679
159,159,31,120675.0,2066.0,13,8,58.40997095837367,1,1968.3,58.40997095837367
160,160,31,89466.0,2205.0,13,9,40.57414965986396,1,1968.3,40.57414965986396
161,161,31,79431.0,1980.0,13,10,40.11666666666667,1,1968.3,40.11666666666667
162,162,31,61983.0,1602.0,13,11,38.69101123595506,1,1968.3,38.69101123595506
163,163,31,83751.0,2028.0,13,12,41.29733727810651,1,1968.3,41.29733727810651
164,164,31,89568.0,2179.0,13,13,41.105094079853146,1,1968.3,41.105094079853146
165,165,31,79080.0,2179.0,13,14,36.29187700780175,1,1968.3,36.29187700780175
166,166,31,71700.0,2178.0,13,15,32.92011019283746,1,1968.3,32.920110192837456
167,167,31,63363.0,2130.0,13,16,29.747887323943658,1,1968.3,29.747887323943665
168,168,33,352869.0,1242.0,14,17,284.1135265700483,1,1581.3,284.1135265700483
169,169,33,387726.0,1073.0,14,18,361.3476234855545,1,1581.3,361.3476234855545
170,170,33,239871.0,1642.0,14,19,146.084652862363,1,1581.3,146.084652862363
171,171,33,232071.0,1191.0,14,20,194.85390428211585,1,1581.3,194.85390428211585
172,172,33,135921.0,1570.0,14,21,86.57388535031849,1,1581.3,86.57388535031845
173,173,33,119514.0,1272.0,14,22,93.9575471698113,1,1581.3,93.9575471698113
174,174,33,84390.0,1925.0,14,23,43.83896103896104,1,1581.3,43.83896103896103
175,175,33,62823.0,1993.0,14,24,31.521826392373303,1,1581.3,31.5218263923733
176,176,33,43791.0,2209.0,14,25,19.82390221819828,1,1581.3,19.823902218198285
177,177,33,53232.0,1696.0,14,26,31.38679245283019,1,1581.3,31.386792452830193
178,178,33,16959.0,2189.0,14,27,7.74737322978529,1,1581.3,7.747373229785296
179,179,33,21504.0,1100.0,14,28,19.54909090909091,1,1581.3,19.549090909090907
180,180,34,299721.0,1744.0,15,17,171.85837155963299,1,1765.2222222222224,171.85837155963299
181,181,34,253515.0,417.0,15,18,607.9496402877697,0,1765.2222222222224,179.75355853967315
182,182,34,314124.0,1674.0,15,19,187.64874551971332,1,1765.2222222222224,187.64874551971332
183,183,34,238935.0,1292.0,15,20,184.93421052631572,1,1765.2222222222224,184.93421052631572
184,184,34,179955.0,1809.0,15,21,99.4776119402985,1,1765.2222222222224,99.47761194029852
185,185,34,118449.0,1652.0,15,22,71.7003631961259,1,1765.2222222222224,71.70036319612592
186,186,34,66117.0,1941.0,15,23,34.06336939721793,1,1765.2222222222224,34.06336939721791
187,187,34,53535.0,1758.0,15,24,30.452218430034126,1,1765.2222222222224,30.452218430034126
188,188,34,31578.0,2209.0,15,25,14.295156179266634,1,1765.2222222222224,14.295156179266627
189,189,34,33819.0,1808.0,15,26,18.705199115044245,1,1765.2222222222224,18.705199115044245
190,190,34,36741.0,2169.0,15,27,16.93914246196404,1,1765.2222222222224,16.93914246196404
191,191,34,51459.0,965.0,15,28,53.32538860103626,0,1765.2222222222224,15.173085808883833
192,192,62,420636.0,1671.0,16,5,251.7271095152603,1,1701.1,251.7271095152603
193,193,62,340503.0,1971.0,16,6,172.7564687975647,1,1701.1,172.7564687975647
194,194,62,247260.0,1695.0,16,7,145.8761061946903,1,1701.1,145.8761061946903
195,195,62,239706.0,1173.0,16,8,204.35294117647058,1,1701.1,204.35294117647058
196,196,62,194751.0,1457.0,16,9,133.66575154426906,1,1701.1,133.66575154426903
197,197,62,172266.0,2071.0,16,10,83.18010622887495,1,1701.1,83.18010622887493
198,198,62,136533.0,2121.0,16,11,64.37199434229136,1,1701.1,64.37199434229137
199,199,62,120312.0,2111.0,16,12,56.992894362861215,1,1701.1,56.992894362861215
200,200,62,117411.0,1190.0,16,13,98.66470588235296,1,1701.1,98.66470588235296
201,201,62,63408.0,1551.0,16,14,40.88201160541586,1,1701.1,40.88201160541587
202,202,62,70032.0,2067.0,16,15,33.880986937590706,1,1701.1,33.880986937590706
203,203,62,57924.0,2158.0,16,16,26.84151992585728,1,1701.1,26.841519925857284
204,204,64,468567.0,1799.0,17,5,260.4596998332407,1,1924.4,260.4596998332407
205,205,64,345591.0,1814.0,17,6,190.51323042998897,1,1924.4,190.51323042998897
206,206,64,241971.0,2143.0,17,7,112.91227251516564,1,1924.4,112.91227251516565
207,207,64,179847.0,1918.0,17,8,93.7679874869656,1,1924.4,93.76798748696558
208,208,64,179049.0,1958.0,17,9,91.44484167517875,1,1924.4,91.44484167517875
209,209,64,164922.0,2071.0,17,10,79.63399323998068,1,1924.4,79.63399323998067
210,210,64,135852.0,2126.0,17,11,63.9002822201317,1,1924.4,63.900282220131714
211,211,64,126699.0,2120.0,17,12,59.76367924528302,1,1924.4,59.76367924528302
212,212,64,92739.0,1169.0,17,13,79.33190761334474,1,1924.4,79.33190761334474
213,213,64,48981.0,2126.0,17,14,23.03904045155221,1,1924.4,23.039040451552182
214,214,64,32826.0,2022.0,17,15,16.234421364985163,1,1924.4,16.234421364985167
215,215,64,34770.0,2117.0,17,16,16.424185167690126,1,1924.4,16.424185167690126
216,216,79,503403.0,1419.0,18,14,354.75898520084564,1,1877.8,354.75898520084564
217,217,79,242175.0,1958.0,18,15,123.68488253319714,1,1877.8,123.68488253319714
218,218,79,169920.0,1743.0,18,16,97.48709122203098,1,1877.8,97.48709122203098
219,219,79,98799.0,2004.0,18,17,49.30089820359282,1,1877.8,49.30089820359282
220,220,79,71877.0,2154.0,18,18,33.36908077994429,1,1877.8,33.369080779944284
221,221,79,47817.0,1915.0,18,19,24.969712793733677,1,1877.8,24.96971279373367
222,222,79,103461.0,1886.0,18,20,54.85737009544008,1,1877.8,54.857370095440075
223,223,79,73173.0,2039.0,18,21,35.886709171162344,1,1877.8,35.88670917116235
224,224,79,55998.0,1890.0,18,22,29.62857142857143,1,1877.8,29.628571428571433
225,225,79,79404.0,1770.0,18,23,44.86101694915253,1,1877.8,44.86101694915253
226,226,79,71223.0,1738.0,18,24,40.97986191024166,1,1877.8,40.97986191024167
227,227,79,52929.0,1840.0,18,25,28.765760869565216,1,1877.8,28.765760869565213
228,228,81,682641.0,1568.0,19,14,435.3577806122449,1,1866.9,435.3577806122449
229,229,81,275664.0,1977.0,19,15,139.43550834597877,1,1866.9,139.43550834597875
230,230,81,182022.0,1524.0,19,16,119.43700787401579,1,1866.9,119.43700787401579
231,231,81,81327.0,2125.0,19,17,38.2715294117647,1,1866.9,38.271529411764675
232,232,81,49887.0,2176.0,19,18,22.926011029411764,1,1866.9,22.926011029411768
233,233,81,53382.0,2153.0,19,19,24.79424059451928,1,1866.9,24.79424059451928
234,234,81,74019.0,1521.0,19,20,48.6646942800789,1,1866.9,48.66469428007889
235,235,81,52812.0,2156.0,19,21,24.49536178107607,1,1866.9,24.49536178107607
236,236,81,25740.0,1761.0,19,22,14.616695059625213,1,1866.9,14.616695059625215
237,237,81,37227.0,1708.0,19,23,21.79566744730679,1,1866.9,21.79566744730679
238,238,81,55953.0,1827.0,19,24,30.6256157635468,1,1866.9,30.625615763546804
239,239,81,56823.0,2101.0,19,25,27.045692527367926,1,1866.9,27.045692527367933
240,240,83,573084.0,1591.0,20,14,360.2036455059712,1,1801.2,360.2036455059712
241,241,83,222801.0,1985.0,20,15,112.24231738035265,1,1801.2,112.24231738035263
242,242,83,149034.0,1407.0,20,16,105.92324093816632,1,1801.2,105.92324093816632
243,243,83,45717.0,2078.0,20,17,22.000481231953806,1,1801.2,22.000481231953813
244,244,83,37611.0,2067.0,20,18,18.195936139332364,1,1801.2,18.19593613933236
245,245,83,53529.0,2186.0,20,19,24.487191216834397,1,1801.2,24.487191216834397
246,246,83,45870.0,1836.0,20,20,24.983660130718953,1,1801.2,24.983660130718953
247,247,83,72354.0,2013.0,20,21,35.94336810730253,1,1801.2,35.94336810730253
248,248,83,28011.0,1582.0,20,22,17.706068268015173,1,1801.2,17.706068268015173
249,249,83,4404.0,1267.0,20,23,3.4759273875295973,0,1801.2,13.966474685414823
250,250,83,17805.0,1741.0,20,24,10.226881102814474,1,1801.2,10.226881102814474
251,251,83,4617.0,1805.0,20,25,2.557894736842105,0,1801.2,6.4872875202141245
252,252,85,565056.0,1497.0,21,14,377.4589178356714,1,1880.0,377.4589178356714
253,253,85,338352.0,1950.0,21,15,173.51384615384617,1,1880.0,173.51384615384617
254,254,85,183171.0,1564.0,21,16,117.11700767263427,1,1880.0,117.11700767263429
255,255,85,105324.0,2012.0,21,17,52.347912524850905,1,1880.0,52.3479125248509
256,256,85,77457.0,2020.0,21,18,38.34504950495049,1,1880.0,38.34504950495048
257,257,85,62832.0,2202.0,21,19,28.534059945504087,1,1880.0,28.534059945504083
258,258,85,61209.0,1853.0,21,20,33.03237992444684,1,1880.0,33.03237992444684
259,259,85,66612.0,2171.0,21,21,30.682634730538922,1,1880.0,30.682634730538922
260,260,85,44025.0,1920.0,21,22,22.9296875,1,1880.0,22.9296875
261,261,85,39774.0,1611.0,21,23,24.689013035381752,1,1880.0,24.689013035381752
262,262,85,78612.0,1539.0,21,24,51.07992202729045,1,1880.0,51.07992202729045
263,263,85,59859.0,1769.0,21,25,33.83776144714528,1,1880.0,33.83776144714528
264,264,87,716949.0,1221.0,22,15,587.1818181818181,0,1837.1,411.7067583682297
265,265,87,545490.0,1926.0,22,16,283.2242990654205,1,1837.1,283.2242990654205
266,266,87,312888.0,2022.0,22,17,154.74183976261128,1,1837.1,154.74183976261128
267,267,87,252324.0,1231.0,22,18,204.9748172217709,1,1837.1,204.9748172217709
268,268,87,148305.0,2137.0,22,19,69.39868975198877,1,1837.1,69.39868975198874
269,269,87,114969.0,2166.0,22,20,53.07894736842106,1,1837.1,53.07894736842107
270,270,87,99237.0,2194.0,22,21,45.231084776663636,1,1837.1,45.231084776663636
271,271,87,83595.0,1960.0,22,22,42.650510204081634,1,1837.1,42.650510204081634
272,272,87,98295.0,1903.0,22,23,51.652653704676815,1,1837.1,51.652653704676815
273,273,87,58746.0,1611.0,22,24,36.46554934823092,1,1837.1,36.46554934823092
274,274,87,40617.0,1798.0,22,25,22.590100111234705,1,1837.1,22.590100111234705
275,275,87,40536.0,1631.0,22,26,24.85346413243409,1,1837.1,24.85346413243409
276,276,92,286923.0,971.0,23,16,295.49227600411945,0,1879.2857142857144,213.0836443615036
277,277,92,439110.0,1815.0,23,17,241.93388429752065,1,1879.2857142857144,241.93388429752065
278,278,92,403857.0,936.0,23,18,431.4711538461538,0,1879.2857142857144,270.78412423353774
279,279,92,163707.0,224.0,23,19,730.8348214285713,0,1879.2857142857144,299.6343641695548
280,280,92,448053.0,1364.0,23,20,328.4846041055718,1,1879.2857142857144,328.4846041055718
281,281,92,493359.0,1583.0,23,21,311.660770688566,1,1879.2857142857144,311.660770688566
282,282,92,517293.0,2165.0,23,22,238.9344110854504,1,1879.2857142857144,238.9344110854504
283,283,92,490110.0,2175.0,23,23,225.3379310344828,1,1879.2857142857144,225.3379310344828
284,284,92,444630.0,1949.0,23,24,228.13237557721908,1,1879.2857142857144,228.13237557721908
285,285,92,412767.0,2104.0,23,25,196.18203422053242,1,1879.2857142857144,196.1820342205324
286,286,92,362667.0,2146.0,23,26,168.99673811742778,1,1879.2857142857144,168.99673811742775
287,287,92,341880.0,2120.0,23,27,161.26415094339623,1,1879.2857142857144,161.26415094339623
288,288,94,214515.0,129.0,24,13,1662.906976744186,0,2040.625,297.1773249470823
289,289,94,416163.0,877.0,24,14,474.5302166476625,0,2040.625,291.1496152993235
290,290,94,610446.0,2141.0,24,15,285.1219056515647,1,2040.625,285.1219056515647
291,291,94,586656.0,2102.0,24,16,279.0941960038059,1,2040.625,279.0941960038059
292,292,94,626313.0,2205.0,24,17,284.0421768707484,1,2040.625,284.0421768707484
293,293,94,574152.0,1470.0,24,18,390.5795918367347,1,2040.625,390.5795918367347
294,294,94,565386.0,2159.0,24,19,261.87401574803147,1,2040.625,261.8740157480314
295,295,94,527085.0,2100.0,24,20,250.99285714285716,1,2040.625,250.99285714285716
296,296,94,402114.0,2103.0,24,21,191.2097004279601,1,2040.625,191.20970042796012
297,297,94,321138.0,2045.0,24,22,157.0356968215159,1,2040.625,157.0356968215159
298,298,94,308055.0,2162.0,24,23,142.48612395929698,1,2040.625,142.486123959297
299,299,94,233796.0,2124.0,24,24,110.0734463276836,1,2040.625,110.0734463276836
300,300,96,272226.0,139.0,25,13,1958.4604316546765,0,1697.857142857143,322.8477809532203
301,301,96,359820.0,767.0,25,14,469.12646675358536,0,1697.857142857143,307.3003136265153
302,302,96,615015.0,2108.0,25,15,291.75284629981024,1,1697.857142857143,291.75284629981024
303,303,96,564840.0,2045.0,25,16,276.2053789731052,1,1697.857142857143,276.2053789731052
304,304,96,612855.0,1596.0,25,17,383.9943609022557,1,1697.857142857143,383.9943609022557
305,305,96,335538.0,682.0,25,18,491.991202346041,0,1697.857142857143,347.59238045112784
306,306,96,583482.0,1875.0,25,19,311.1904,1,1697.857142857143,311.1904
307,307,96,587208.0,1878.0,25,20,312.67731629392966,1,1697.857142857143,312.67731629392966
308,308,96,141240.0,1023.0,25,21,138.06451612903226,1,1697.857142857143,138.0645161290322
309,309,96,195000.0,1360.0,25,22,143.38235294117646,1,1697.857142857143,143.38235294117646
310,310,96,200589.0,2161.0,25,23,92.82230448866264,1,1697.857142857143,92.82230448866261
311,311,96,180903.0,2133.0,25,24,84.81153305203938,1,1697.857142857143,84.81153305203938
312,312,98,491769.0,1842.0,26,5,266.97557003257333,1,2114.4,266.97557003257333
313,313,98,348609.0,2183.0,26,6,159.69262482821804,1,2114.4,159.69262482821804
314,314,98,242835.0,2151.0,26,7,112.89400278940028,1,2114.4,112.89400278940028
315,315,98,173505.0,2208.0,26,8,78.58016304347827,1,2114.4,78.58016304347827
316,316,98,136971.0,2083.0,26,9,65.75660105616899,1,2114.4,65.75660105616899
317,317,98,91797.0,2038.0,26,10,45.042688910696754,1,2114.4,45.042688910696754
318,318,98,91824.0,2122.0,26,11,43.27238454288408,1,2114.4,43.27238454288408
