,Unnamed: 0,No,Y_first6,Y_last6,Y_t,J_t,ID index,time,X_t,normal,Interpolated X_t
76,76,29,93870.16667,35111.5,276216.0,4347.0,12,7,63.54175293305728,1,63.54175293305728
77,77,29,93870.16667,35111.5,210669.0,4273.0,12,8,49.302363678914105,1,49.302363678914105
78,78,31,58590.833329999994,22510.5,573132.0,3386.0,13,3,169.26520968694626,1,169.26520968694626
79,79,31,58590.833329999994,22510.5,282813.0,4124.0,13,4,68.57735208535402,1,68.57735208535402
80,80,31,58590.833329999994,22510.5,168897.0,4185.0,13,5,40.35770609318996,1,40.35770609318996
81,81,31,58590.833329999994,22510.5,145734.0,3630.0,13,6,40.147107438016526,1,40.147107438016526
82,82,31,58590.833329999994,22510.5,168648.0,4358.0,13,7,38.69848554382745,1,38.69848554382745
83,83,31,58590.833329999994,22510.5,135063.0,4308.0,13,8,31.3516713091922,1,31.35167130919219
84,84,33,58294.16667000001,6410.5,740595.0,2315.0,14,9,319.91144708423326,1,319.91144708423326
85,85,33,58294.16667000001,6410.5,471942.0,2833.0,14,10,166.58736321920225,1,166.58736321920225
86,86,33,58294.16667000001,6410.5,255435.0,2842.0,14,11,89.87860661505981,1,89.8786066150598
87,87,33,58294.16667000001,6410.5,147213.0,3918.0,14,12,37.57350689127106,1,37.57350689127105
88,88,33,58294.16667000001,6410.5,97023.0,3905.0,14,13,24.84583866837388,1,24.845838668373887
89,89,33,58294.16667000001,6410.5,38463.0,3289.0,14,14,11.694435998783824,1,11.694435998783831
90,90,34,58587.333329999994,14700.0,553236.0,2161.0,15,9,256.0092549745488,1,256.0092549745488
91,91,34,58587.333329999994,14700.0,553059.0,2966.0,15,10,186.4662845583277,1,186.4662845583277
92,92,34,58587.333329999994,14700.0,298404.0,3461.0,15,11,86.21901184628722,1,86.2190118462872
93,93,34,58587.333329999994,14700.0,119652.0,3699.0,15,12,32.34712084347121,1,32.3471208434712
94,94,34,58587.333329999994,14700.0,65397.0,4017.0,15,13,16.280059746079164,1,16.28005974607916
95,95,34,58587.333329999994,14700.0,88200.0,3134.0,15,14,28.142948308870448,1,28.142948308870448
96,96,62,78289.33333,21326.0,761139.0,3642.0,16,3,208.9892915980231,1,208.9892915980231
97,97,62,78289.33333,21326.0,486966.0,2868.0,16,4,169.7928870292887,1,169.7928870292887
98,98,62,78289.33333,21326.0,367017.0,3528.0,16,5,104.02976190476191,1,104.0297619047619
99,99,62,78289.33333,21326.0,256845.0,4232.0,16,6,60.69116257088847,1,60.69116257088848
100,100,62,78289.33333,21326.0,180819.0,2741.0,16,7,65.96825975921196,1,65.96825975921196
101,101,62,78289.33333,21326.0,127956.0,4225.0,16,8,30.28544378698225,1,30.285443786982256
102,102,64,89809.33333,11266.0,814158.0,3613.0,17,3,225.34126764461664,1,225.34126764461664
103,103,64,89809.33333,11266.0,421818.0,4061.0,17,4,103.87047525240088,1,103.87047525240088
104,104,64,89809.33333,11266.0,343971.0,4029.0,17,5,85.37379002233804,1,85.37379002233804
105,105,64,89809.33333,11266.0,262551.0,4246.0,17,6,61.834903438530375,1,61.83490343853039
106,106,64,89809.33333,11266.0,141720.0,3295.0,17,7,43.010622154779966,1,43.010622154779966
107,107,64,89809.33333,11266.0,67596.0,4139.0,17,8,16.3314810340662,1,16.3314810340662
108,108,79,62706.16667000001,20692.0,745578.0,3377.0,18,7,220.7811667160201,1,220.7811667160201
109,109,79,62706.16667000001,20692.0,268719.0,3747.0,18,8,71.71577261809448,1,71.71577261809449
110,110,79,62706.16667000001,20692.0,119694.0,4069.0,18,9,29.41607274514623,1,29.416072745146224
111,111,79,62706.16667000001,20692.0,176634.0,3925.0,18,10,45.00229299363058,1,45.00229299363058
112,112,79,62706.16667000001,20692.0,135402.0,3660.0,18,11,36.99508196721312,1,36.99508196721311
113,113,79,62706.16667000001,20692.0,124152.0,3578.0,18,12,34.698714365567355,1,34.698714365567355
114,114,81,79126.58333,18796.0,958305.0,3545.0,19,7,270.32581100141044,1,270.32581100141044
115,115,81,79126.58333,18796.0,263349.0,3649.0,19,8,72.17018361194847,1,72.17018361194846
116,116,81,79126.58333,18796.0,103269.0,4329.0,19,9,23.855162855162853,1,23.855162855162845
117,117,81,79126.58333,18796.0,126831.0,3677.0,19,10,34.493064998640186,1,34.493064998640186
118,118,81,79126.58333,18796.0,62967.0,3469.0,19,11,18.151340443931968,1,18.15134044393197
119,119,81,79126.58333,18796.0,112776.0,3928.0,19,12,28.710794297352344,1,28.710794297352344
120,120,83,62543.16667000001,3737.0,795885.0,3576.0,20,7,222.56291946308724,1,222.56291946308724
121,121,83,62543.16667000001,3737.0,194751.0,3485.0,20,8,55.88263988522239,1,55.882639885222375
122,122,83,62543.16667000001,3737.0,91140.0,4253.0,20,9,21.429579120620733,1,21.42957912062073
123,123,83,62543.16667000001,3737.0,118224.0,3849.0,20,10,30.71551052221357,1,30.71551052221357
124,124,83,62543.16667000001,3737.0,32415.0,2849.0,20,11,11.377676377676377,1,11.37767637767638
125,125,83,62543.16667000001,3737.0,22422.0,3546.0,20,12,6.323181049069373,1,6.3231810490693725
126,126,85,77379.16667,23078.5,903408.0,3447.0,21,7,262.0852915578764,1,262.0852915578764
127,127,85,77379.16667,23078.5,288495.0,3576.0,21,8,80.6753355704698,1,80.6753355704698
128,128,85,77379.16667,23078.5,140289.0,4222.0,21,9,33.228090952155384,1,33.228090952155384
129,129,85,77379.16667,23078.5,127821.0,4024.0,21,10,31.764662027832998,1,31.764662027832998
130,130,85,77379.16667,23078.5,83799.0,3531.0,21,11,23.73237043330501,1,23.732370433305007
131,131,85,77379.16667,23078.5,138471.0,3308.0,21,12,41.85943168077388,1,41.85943168077388
132,132,87,110362.4167,13525.5,1262439.0,3147.0,22,8,401.1563393708294,0,286.31817291734285
133,133,87,110362.4167,13525.5,565212.0,3253.0,22,9,173.7509990777744,1,173.75099907777437
134,134,87,110362.4167,13525.5,263274.0,4303.0,22,10,61.18382523820591,1,61.183825238205884
135,135,87,110362.4167,13525.5,182832.0,4154.0,22,11,44.01348098218585,1,44.01348098218585
136,136,87,110362.4167,13525.5,157041.0,3514.0,22,12,44.690096755833814,1,44.690096755833814
137,137,87,110362.4167,13525.5,81153.0,3429.0,22,13,23.66666666666667,1,23.666666666666686
138,138,92,57166.16667000001,117424.5,726033.0,2786.0,23,8,260.60050251256285,1,260.60050251256285
139,139,92,57166.16667000001,117424.5,567564.0,1160.0,23,9,489.27931034482765,0,290.0240381582156
140,140,92,57166.16667000001,117424.5,941412.0,2947.0,23,10,319.44757380386835,1,319.44757380386835
141,141,92,57166.16667000001,117424.5,1007403.0,4340.0,23,11,232.1205069124424,1,232.1205069124424
142,142,92,57166.16667000001,117424.5,857397.0,4053.0,23,12,211.54626202812733,1,211.54626202812733
143,143,92,57166.16667000001,117424.5,704547.0,4266.0,23,13,165.15400843881858,1,165.15400843881858
144,144,94,119797.3333,90308.5,630678.0,1006.0,24,7,626.9165009940357,0,237.6143631527558
145,145,94,119797.3333,90308.5,1197102.0,4243.0,24,8,282.1357530049493,1,282.1357530049493
146,146,94,119797.3333,90308.5,1200465.0,3675.0,24,9,326.65714285714284,1,326.65714285714284
147,147,94,119797.3333,90308.5,1092471.0,4259.0,24,10,256.50880488377555,1,256.50880488377555
148,148,94,119797.3333,90308.5,723252.0,4148.0,24,11,174.3616200578592,1,174.36162005785923
149,149,94,119797.3333,90308.5,541851.0,4286.0,24,12,126.42347176854878,1,126.42347176854881
150,150,96,113469.25,63582.0,632046.0,906.0,25,7,697.6225165562913,0,270.1783312093403
151,151,96,113469.25,63582.0,1179855.0,4153.0,25,8,284.09703828557673,1,284.09703828557673
152,152,96,113469.25,63582.0,948393.0,2278.0,25,9,416.3270412642669,0,298.0157453618132
153,153,96,113469.25,63582.0,1170690.0,3753.0,25,10,311.9344524380496,1,311.9344524380496
154,154,96,113469.25,63582.0,336240.0,2383.0,25,11,141.09945446915648,1,141.0994544691565
155,155,96,113469.25,63582.0,381492.0,4294.0,25,12,88.84303679552866,1,88.84303679552869
156,156,98,98373.66667,18612.5,840378.0,4025.0,26,3,208.78956521739133,1,208.78956521739133
157,157,98,98373.66667,18612.5,416340.0,4359.0,26,4,95.51273227804542,1,95.51273227804542
158,158,98,98373.66667,18612.5,228768.0,4121.0,26,5,55.512739626304295,1,55.512739626304295
159,159,98,98373.66667,18612.5,189009.0,4320.0,26,6,43.75208333333333,1,43.75208333333333
160,160,98,98373.66667,18612.5,127686.0,4319.0,26,7,29.563787913868946,1,29.56378791386895
161,161,98,98373.66667,18612.5,111675.0,4359.0,26,8,25.619408121128696,1,25.6194081211287
162,162,100,195115.5833,35399.0,1600647.0,3993.0,27,3,400.8632607062359,0,275.3326223529252
163,163,100,195115.5833,35399.0,856179.0,4368.0,27,4,196.01167582417582,1,196.01167582417585
164,164,100,195115.5833,35399.0,472014.0,4045.0,27,5,116.69072929542645,1,116.69072929542648
165,165,100,195115.5833,35399.0,296628.0,4353.0,27,6,68.1433494141971,1,68.1433494141971
166,166,100,195115.5833,35399.0,220926.0,4228.0,27,7,52.253074739829714,1,52.253074739829714
167,167,100,195115.5833,35399.0,212394.0,4372.0,27,8,48.58051235132664,1,48.58051235132664
168,168,102,176148.0833,13237.5,1564017.0,4106.0,28,3,380.91013151485635,1,380.91013151485635
169,169,102,176148.0833,13237.5,650517.0,4237.0,28,4,153.5324522067501,1,153.5324522067501
170,170,102,176148.0833,13237.5,341739.0,4371.0,28,5,78.18325326012355,1,78.18325326012356
171,171,102,176148.0833,13237.5,227553.0,4361.0,28,6,52.1790873652832,1,52.17908736528321
172,172,102,176148.0833,13237.5,153999.0,4359.0,28,7,35.328974535443905,1,35.328974535443905
173,173,102,176148.0833,13237.5,79425.0,4358.0,28,8,18.2251032583754,1,18.2251032583754
174,174,104,201943.3333,36979.0,1530876.0,3864.0,29,3,396.1894409937888,1,396.1894409937888
175,175,104,201943.3333,36979.0,964266.0,4298.0,29,4,224.35225686365754,1,224.35225686365754
176,176,104,201943.3333,36979.0,444744.0,4285.0,29,5,103.79089848308053,1,103.79089848308053
177,177,104,201943.3333,36979.0,280821.0,4325.0,29,6,64.92971098265896,1,64.92971098265896
178,178,104,201943.3333,36979.0,239139.0,4406.0,29,7,54.27576032682706,1,54.275760326827054
179,179,104,201943.3333,36979.0,221874.0,4325.0,29,8,51.30034682080925,1,51.300346820809246
180,180,108,182083.25,29707.5,1456137.0,3926.0,30,3,370.895822720326,1,370.895822720326
181,181,108,182083.25,29707.5,804072.0,4306.0,30,4,186.73293079424062,1,186.73293079424062
182,182,108,182083.25,29707.5,376635.0,4300.0,30,5,87.58953488372093,1,87.58953488372092
183,183,108,182083.25,29707.5,299574.0,4328.0,30,6,69.21765249537893,1,69.21765249537893
184,184,108,182083.25,29707.5,212139.0,4412.0,30,7,48.08227561196736,1,48.08227561196736
185,185,108,182083.25,29707.5,178245.0,4354.0,30,8,40.938217730822224,1,40.938217730822224
186,186,110,68745.25,21373.5,644091.0,3932.0,31,3,163.80747711088506,1,163.80747711088506
187,187,110,68745.25,21373.5,256794.0,4360.0,31,4,58.89770642201836,1,58.89770642201836
188,188,110,68745.25,21373.5,191202.0,4333.0,31,5,44.12693284098778,1,44.12693284098778
189,189,110,68745.25,21373.5,146658.0,4357.0,31,6,33.66031673169612,1,33.66031673169612
190,190,110,68745.25,21373.5,125004.0,4348.0,31,7,28.74977000919964,1,28.749770009199636
191,191,110,68745.25,21373.5,128241.0,4364.0,31,8,29.386113657195235,1,29.386113657195235
192,192,112,71506.33333,17891.0,618117.0,4240.0,32,3,145.78231132075473,1,145.78231132075473
193,193,112,71506.33333,17891.0,251799.0,4364.0,32,4,57.69912923923006,1,57.69912923923006
194,194,112,71506.33333,17891.0,161223.0,4349.0,32,5,37.071280754196366,1,37.071280754196366
195,195,112,71506.33333,17891.0,140022.0,4332.0,32,6,32.322714681440445,1,32.322714681440445
196,196,112,71506.33333,17891.0,115605.0,4381.0,32,7,26.387811002054324,1,26.38781100205432
197,197,112,71506.33333,17891.0,107346.0,4356.0,32,8,24.643250688705233,1,24.64325068870523
198,198,116,61831.0,13329.0,613335.0,3675.0,33,3,166.8938775510204,1,166.8938775510204
199,199,116,61831.0,13329.0,199974.0,4331.0,33,4,46.17270838143616,1,46.172708381436166
200,200,116,61831.0,13329.0,164745.0,4369.0,33,5,37.70771343556878,1,37.70771343556878
201,201,116,61831.0,13329.0,119793.0,4332.0,33,6,27.65304709141274,1,27.65304709141274
202,202,116,61831.0,13329.0,89346.0,4412.0,33,7,20.250679963735266,1,20.250679963735266
203,203,116,61831.0,13329.0,79974.0,4300.0,33,8,18.598604651162788,1,18.598604651162788
204,204,122,225078.9167,50875.5,1482780.0,3741.0,34,3,396.3592622293505,1,396.3592622293505
205,205,122,225078.9167,50875.5,1236861.0,4329.0,34,4,285.7151767151767,1,285.7151767151767
206,206,122,225078.9167,50875.5,686592.0,4119.0,34,5,166.68900218499638,1,166.68900218499635
207,207,122,225078.9167,50875.5,394482.0,4350.0,34,6,90.68551724137932,1,90.68551724137933
208,208,122,225078.9167,50875.5,317850.0,4334.0,34,7,73.33871712044302,1,73.33871712044302
209,209,122,225078.9167,50875.5,305253.0,4375.0,34,8,69.77211428571428,1,69.77211428571428
210,210,124,73793.5,15692.5,679743.0,3475.0,35,3,195.60949640287768,1,195.60949640287768
211,211,124,73793.5,15692.5,241410.0,4044.0,35,4,59.695845697329375,1,59.69584569732939
212,212,124,73793.5,15692.5,125763.0,4336.0,35,5,29.00438191881919,1,29.004381918819185
213,213,124,73793.5,15692.5,107064.0,4150.0,35,6,25.79855421686747,1,25.798554216867473
214,214,124,73793.5,15692.5,108930.0,4388.0,35,7,24.824521422060165,1,24.824521422060165
215,215,124,73793.5,15692.5,94155.0,4371.0,35,8,21.540837336993825,1,21.540837336993825
216,216,126,12952.83333,14646.0,420711.0,493.0,36,7,853.369168356998,0,56.9303165977587
217,217,126,12952.83333,14646.0,203115.0,939.0,36,8,216.3099041533546,0,50.35165186724524
218,218,126,12952.83333,14646.0,183759.0,4198.0,36,9,43.77298713673178,1,43.77298713673178
219,219,126,12952.83333,14646.0,110058.0,2959.0,36,10,37.19432240621832,1,37.19432240621832
220,220,126,12952.83333,14646.0,21714.0,1353.0,36,11,16.048780487804876,0,31.80365353854649
221,221,126,12952.83333,14646.0,87876.0,3327.0,36,12,26.412984670874664,1,26.412984670874664
222,222,130,120167.5833,38647.5,902388.0,4086.0,37,3,220.848751835536,1,220.848751835536
223,223,130,120167.5833,38647.5,542688.0,4289.0,37,4,126.53019351830262,1,126.53019351830262
224,224,130,120167.5833,38647.5,344925.0,4145.0,37,5,83.21471652593486,1,83.21471652593488
225,225,130,120167.5833,38647.5,281247.0,4331.0,37,6,64.93812052643732,1,64.93812052643732
226,226,130,120167.5833,38647.5,239475.0,4372.0,37,7,54.774702653247935,1,54.77470265324794
227,227,130,120167.5833,38647.5,231885.0,4338.0,37,8,53.45435684647303,1,53.45435684647303
228,228,132,109641.75,28115.5,946245.0,3713.0,38,3,254.84648532184215,1,254.84648532184215
229,229,132,109641.75,28115.5,444210.0,4367.0,38,4,101.71971605220976,1,101.71971605220978
230,230,132,109641.75,28115.5,329133.0,4390.0,38,5,74.97334851936219,1,74.97334851936219
231,231,132,109641.75,28115.5,249774.0,4370.0,38,6,57.15652173913043,1,57.15652173913043
232,232,132,109641.75,28115.5,214029.0,4390.0,38,7,48.75375854214123,1,48.75375854214123
233,233,132,109641.75,28115.5,168693.0,4361.0,38,8,38.68218298555377,1,38.68218298555377
234,234,134,49195.41667,21016.0,749778.0,2648.0,39,8,283.1487915407855,1,283.1487915407855
235,235,134,49195.41667,21016.0,251106.0,3340.0,39,9,75.1814371257485,1,75.18143712574852
236,236,134,49195.41667,21016.0,135792.0,3316.0,39,10,40.950542822677924,1,40.95054282267792
237,237,134,49195.41667,21016.0,170886.0,3649.0,39,11,46.83091257878871,1,46.83091257878871
238,238,134,49195.41667,21016.0,109026.0,2601.0,39,12,41.91695501730104,1,41.91695501730104
239,239,134,49195.41667,21016.0,126096.0,2836.0,39,13,44.462623413258115,1,44.462623413258115
240,240,136,90746.58333,21771.0,705552.0,3675.0,40,3,191.98693877551017,1,191.98693877551017
241,241,136,90746.58333,21771.0,377793.0,4253.0,40,4,88.82976722313661,1,88.82976722313661
242,242,136,90746.58333,21771.0,177426.0,4147.0,40,5,42.78418133590547,1,42.78418133590549
243,243,136,90746.58333,21771.0,162012.0,4312.0,40,6,37.57235621521336,1,37.57235621521336
244,244,136,90746.58333,21771.0,171906.0,4368.0,40,7,39.355769230769226,1,39.355769230769226
245,245,136,90746.58333,21771.0,130626.0,4330.0,40,8,30.167667436489612,1,30.16766743648961
246,246,138,184715.4167,42165.5,1098939.0,4053.0,41,3,271.1421169504071,1,271.1421169504071
247,247,138,184715.4167,42165.5,1103178.0,4361.0,41,4,252.96445769318962,1,252.96445769318962
248,248,138,184715.4167,42165.5,140076.0,812.0,41,5,172.50738916256157,0,162.23264344029297
249,249,138,184715.4167,42165.5,258690.0,3618.0,41,6,71.50082918739635,1,71.50082918739633
250,250,138,184715.4167,42165.5,296946.0,4372.0,41,7,67.91994510521499,1,67.91994510521499
251,251,138,184715.4167,42165.5,252993.0,4342.0,41,8,58.266467065868255,1,58.266467065868255
252,252,148,25616.08333,16998.5,272310.0,1194.0,42,9,228.06532663316585,0,217.54181243974705
253,253,148,25616.08333,16998.5,268767.0,1958.0,42,10,137.2660878447395,0,150.66286234418797
254,254,148,25616.08333,16998.5,229149.0,2735.0,42,11,83.78391224862888,1,83.7839122486289
255,255,148,25616.08333,16998.5,60300.0,3567.0,42,12,16.904962153069807,1,16.904962153069818
256,256,148,25616.08333,16998.5,87327.0,3943.0,42,13,22.1473497337053,1,22.1473497337053
257,257,148,25616.08333,16998.5,101991.0,2866.0,42,14,35.586531751570135,1,35.586531751570135
258,258,151,13569.333330000001,15880.0,326559.0,1012.0,43,9,322.6867588932806,0,158.2439154229785
259,259,151,13569.333330000001,15880.0,220635.0,1070.0,43,10,206.2009345794393,0,113.406989558623
260,260,151,13569.333330000001,15880.0,172248.0,2512.0,43,11,68.57006369426752,1,68.5700636942675
261,261,151,13569.333330000001,15880.0,72837.0,3069.0,43,12,23.733137829912025,1,23.73313782991201
262,262,151,13569.333330000001,15880.0,76053.0,3896.0,43,13,19.520790554414784,1,19.520790554414788
263,263,151,13569.333330000001,15880.0,95280.0,3860.0,43,14,24.6839378238342,1,24.6839378238342
264,264,152,31562.5,9875.5,726033.0,2391.0,44,6,303.65244667503134,1,303.65244667503134
265,265,152,31562.5,9875.5,161049.0,3621.0,44,7,44.476387738193864,1,44.476387738193864
266,266,152,31562.5,9875.5,135411.0,3614.0,44,8,37.468456004427225,1,37.468456004427225
267,267,152,31562.5,9875.5,34863.0,1418.0,44,9,24.586036671368127,0,35.30710653798732
268,268,152,31562.5,9875.5,99603.0,3005.0,44,10,33.14575707154742,1,33.14575707154742
269,269,152,31562.5,9875.5,59253.0,3826.0,44,11,15.486931521170936,1,15.48693152117093
270,270,155,41391.41667,10269.0,533781.0,3257.0,45,6,163.88731961928156,1,163.88731961928156
271,271,155,41391.41667,10269.0,140955.0,4071.0,45,7,34.624170965364776,1,34.62417096536478
272,272,155,41391.41667,10269.0,158313.0,4280.0,45,8,36.98901869158878,1,36.98901869158878
273,273,155,41391.41667,10269.0,78885.0,2827.0,45,9,27.90413866289353,1,27.90413866289353
274,274,155,41391.41667,10269.0,83169.0,3547.0,45,10,23.44770228361996,1,23.44770228361996
275,275,155,41391.41667,10269.0,61614.0,4106.0,45,11,15.005845104724793,1,15.005845104724791
276,276,157,51822.5,28059.0,465285.0,2284.0,46,6,203.7149737302977,1,203.7149737302977
277,277,157,51822.5,28059.0,413127.0,4154.0,46,7,99.45281656234955,1,99.45281656234955
278,278,157,51822.5,28059.0,290508.0,4336.0,46,8,66.99907749077491,1,66.99907749077491
279,279,157,51822.5,28059.0,229314.0,2313.0,46,9,99.14137483787287,1,99.14137483787287
280,280,157,51822.5,28059.0,238122.0,3899.0,46,10,61.07258271351628,1,61.07258271351628
281,281,157,51822.5,28059.0,168354.0,3588.0,46,11,46.92140468227424,1,46.92140468227424
