,Unnamed: 0,No,PRICE ($),Per Month Operation Cost ($),Y_t,J_t,ID index,time,X_t,normal,J_t_pred,Interpolated X_t
24,24,729,955000,50000,149142.0,2209.0,2,27,67.51561792666365,1,1746.25,67.51561792666365
25,25,729,955000,50000,3066.0,1418.0,2,28,2.162200282087446,0,1746.25,125.50186494256215
26,26,729,955000,50000,186393.0,507.0,2,29,367.6390532544377,0,1746.25,183.48811195846056
27,27,729,955000,50000,339030.0,1404.0,2,30,241.47435897435898,1,1746.25,241.47435897435898
28,28,729,955000,50000,128466.0,2051.0,2,31,62.635787420770356,1,1746.25,62.635787420770384
29,29,729,955000,50000,80556.0,2031.0,2,32,39.66322008862629,1,1746.25,39.6632200886263
30,30,743,528000,50000,51129.0,206.0,3,7,248.19902912621362,0,2001.888888888889,372.2136852394917
31,31,743,528000,50000,328506.0,1364.0,3,8,240.84017595307918,1,2001.888888888889,240.8401759530792
32,32,743,528000,50000,211818.0,1935.0,3,9,109.46666666666668,1,2001.888888888889,109.4666666666667
33,33,743,528000,50000,127569.0,2021.0,3,10,63.121721919841654,1,2001.888888888889,63.12172191984166
34,34,743,528000,50000,101076.0,2144.0,3,11,47.143656716417894,1,2001.888888888889,47.143656716417894
35,35,743,528000,50000,92913.0,2129.0,3,12,43.641615782057286,1,2001.888888888889,43.641615782057286
36,36,743,528000,50000,86196.0,1994.0,3,13,43.22768304914744,1,2001.888888888889,43.22768304914744
37,37,743,528000,50000,71829.0,2119.0,3,14,33.897593204341675,1,2001.888888888889,33.897593204341675
38,38,743,528000,50000,67416.0,2133.0,3,15,31.606188466947962,1,2001.888888888889,31.606188466947962
39,39,743,528000,50000,62325.0,2178.0,3,16,28.615702479338843,1,2001.888888888889,28.615702479338843
40,40,745,399000,30000,50826.0,189.0,4,14,268.92063492063494,0,2003.666666666667,347.5686581720571
41,41,745,399000,30000,296508.0,1409.0,4,15,210.4386089425124,1,2003.666666666667,210.43860894251242
42,42,745,399000,30000,143025.0,1951.0,4,16,73.3085597129677,1,2003.666666666667,73.30855971296774
43,43,745,399000,30000,97173.0,2012.0,4,17,48.29671968190855,1,2003.666666666667,48.29671968190854
44,44,745,399000,30000,74157.0,2140.0,4,18,34.652803738317765,1,2003.666666666667,34.65280373831777
45,45,745,399000,30000,68871.0,2140.0,4,19,32.182710280373826,1,2003.666666666667,32.182710280373826
46,46,745,399000,30000,62958.0,1963.0,4,20,32.07233825776871,1,2003.666666666667,32.07233825776871
47,47,745,399000,30000,53016.0,2110.0,4,21,25.126066350710893,1,2003.666666666667,25.126066350710886
48,48,745,399000,30000,52311.0,2136.0,4,22,24.490168539325843,1,2003.666666666667,24.490168539325843
49,49,745,399000,30000,49005.0,2172.0,4,23,22.562154696132602,1,2003.666666666667,22.562154696132602
50,50,747,249000,30000,77358.0,939.0,5,14,82.38338658146967,0,1957.2222222222226,460.30699875232466
51,51,747,249000,30000,347718.0,1284.0,5,15,270.80841121495325,1,1957.2222222222226,270.80841121495325
52,52,747,249000,30000,161400.0,1985.0,5,16,81.30982367758186,1,1957.2222222222226,81.30982367758185
53,53,747,249000,30000,124986.0,1810.0,5,17,69.05303867403315,1,1957.2222222222226,69.05303867403315
54,54,747,249000,30000,126312.0,2143.0,5,18,58.94167055529632,1,1957.2222222222226,58.94167055529633
55,55,747,249000,30000,67788.0,2106.0,5,19,32.188034188034194,1,1957.2222222222226,32.18803418803421
56,56,747,249000,30000,58077.0,1952.0,5,20,29.75256147540984,1,1957.2222222222226,29.75256147540984
57,57,747,249000,30000,62778.0,2037.0,5,21,30.818851251840943,1,1957.2222222222226,30.818851251840943
58,58,747,249000,30000,57576.0,2127.0,5,22,27.06911142454161,1,1957.2222222222226,27.06911142454161
59,59,747,249000,30000,54387.0,2171.0,5,23,25.05158912943344,1,1957.2222222222226,25.05158912943344
60,60,749,76000,5000,44400.0,137.0,6,18,324.0875912408759,0,1649.875,110.54398295009793
61,61,749,76000,5000,88563.0,1279.0,6,19,69.24394057857701,1,1649.875,69.24394057857702
62,62,749,76000,5000,48315.0,1729.0,6,20,27.9438982070561,1,1649.875,27.943898207056108
63,63,749,76000,5000,31125.0,1566.0,6,21,19.875478927203066,1,1649.875,19.875478927203066
64,64,749,76000,5000,42069.0,1153.0,6,22,36.486556808326114,1,1649.875,36.486556808326114
65,65,749,76000,5000,98100.0,831.0,6,23,118.05054151624547,0,1649.875,24.946719699709618
66,66,749,76000,5000,19869.0,1482.0,6,24,13.406882591093115,1,1649.875,13.406882591093108
67,67,749,76000,5000,10425.0,1918.0,6,25,5.435349322210636,1,1649.875,5.435349322210634
68,68,749,76000,5000,10023.0,1961.0,6,26,5.11116777154513,1,1649.875,5.11116777154513
69,69,749,76000,5000,9189.0,2111.0,6,27,4.3529133112269065,1,1649.875,4.3529133112269065
70,70,751,753000,50000,453978.0,1272.0,7,19,356.90094339622635,1,1658.25,356.90094339622635
71,71,751,753000,50000,167994.0,1215.0,7,20,138.26666666666668,1,1658.25,138.26666666666668
72,72,751,753000,50000,276.0,2185.0,7,21,0.1263157894736842,0,1658.25,180.86772405559822
73,73,751,753000,50000,333081.0,717.0,7,22,464.54811715481173,0,1658.25,223.46878144452975
74,74,751,753000,50000,346689.0,1303.0,7,23,266.0698388334613,1,1658.25,266.0698388334613
75,75,751,753000,50000,185268.0,1937.0,7,24,95.64687661331956,1,1658.25,95.64687661331959
76,76,751,753000,50000,140313.0,321.0,7,25,437.11214953271036,0,1658.25,159.10304105685077
77,77,751,753000,50000,291330.0,1309.0,7,26,222.559205500382,1,1658.25,222.559205500382
78,78,751,753000,50000,106692.0,2027.0,7,27,52.63542180562408,1,1658.25,52.63542180562399
79,79,751,753000,50000,74373.0,2018.0,7,28,36.85480673934589,1,1658.25,36.85480673934589
80,80,766,1623000,100000,381162.0,1701.0,8,1,224.08112874779545,1,2095.5,224.08112874779545
81,81,766,1623000,100000,421284.0,2209.0,8,2,190.7125396106836,1,2095.5,190.7125396106836
82,82,766,1623000,100000,379848.0,2182.0,8,3,174.08249312557288,1,2095.5,174.08249312557288
83,83,766,1623000,100000,326709.0,2073.0,8,4,157.60202604920406,1,2095.5,157.60202604920406
84,84,766,1623000,100000,274728.0,2207.0,8,5,124.48028998640687,1,2095.5,124.48028998640689
85,85,766,1623000,100000,246930.0,2204.0,8,6,112.03720508166971,1,2095.5,112.03720508166973
86,86,766,1623000,100000,186117.0,1796.0,8,7,103.62861915367485,1,2095.5,103.62861915367483
87,87,766,1623000,100000,181083.0,2175.0,8,8,83.25655172413794,1,2095.5,83.25655172413792
88,88,766,1623000,100000,181755.0,2202.0,8,9,82.54087193460491,1,2095.5,82.54087193460491
89,89,766,1623000,100000,185511.0,2206.0,8,10,84.0938349954669,1,2095.5,84.0938349954669
90,90,768,624000,50000,334602.0,1743.0,9,1,191.9690189328744,1,2089.0,191.9690189328744
91,91,768,624000,50000,267333.0,2060.0,9,2,129.77330097087378,1,2089.0,129.77330097087378
92,92,768,624000,50000,209082.0,2172.0,9,3,96.26243093922652,1,2089.0,96.2624309392265
93,93,768,624000,50000,160719.0,2083.0,9,4,77.15746519443111,1,2089.0,77.15746519443113
94,94,768,624000,50000,137862.0,2206.0,9,5,62.49410698096101,1,2089.0,62.49410698096101
95,95,768,624000,50000,128727.0,2196.0,9,6,58.6188524590164,1,2089.0,58.6188524590164
96,96,768,624000,50000,84471.0,1858.0,9,7,45.46340150699678,1,2089.0,45.463401506996775
97,97,768,624000,50000,85542.0,2170.0,9,8,39.42027649769585,1,2089.0,39.42027649769586
98,98,768,624000,50000,90996.0,2202.0,9,9,41.324250681198905,1,2089.0,41.324250681198905
99,99,768,624000,50000,84603.0,2200.0,9,10,38.455909090909095,1,2089.0,38.455909090909095
100,100,770,683000,50000,342483.0,1828.0,10,1,187.35393873085343,1,2115.2,187.35393873085343
101,101,770,683000,50000,290229.0,2205.0,10,2,131.62312925170068,1,2115.2,131.62312925170068
102,102,770,683000,50000,207051.0,2095.0,10,3,98.83102625298328,1,2115.2,98.83102625298326
103,103,770,683000,50000,169707.0,2154.0,10,4,78.78690807799444,1,2115.2,78.78690807799443
104,104,770,683000,50000,138603.0,2206.0,10,5,62.83000906618314,1,2115.2,62.83000906618314
105,105,770,683000,50000,127173.0,2194.0,10,6,57.96399270738379,1,2115.2,57.96399270738379
106,106,770,683000,50000,88470.0,1900.0,10,7,46.56315789473684,1,2115.2,46.56315789473683
107,107,770,683000,50000,87312.0,2169.0,10,8,40.254495159059466,1,2115.2,40.25449515905946
108,108,770,683000,50000,84303.0,2202.0,10,9,38.28474114441417,1,2115.2,38.28474114441417
109,109,770,683000,50000,77115.0,2199.0,10,10,35.068212824010914,1,2115.2,35.068212824010914
110,110,774,790000,50000,348369.0,1075.0,11,2,324.0641860465116,1,2032.6,324.0641860465116
111,111,774,790000,50000,277947.0,2190.0,11,3,126.91643835616438,1,2032.6,126.91643835616438
112,112,774,790000,50000,208794.0,2074.0,11,4,100.67213114754101,1,2032.6,100.67213114754102
113,113,774,790000,50000,163365.0,2151.0,11,5,75.94839609483961,1,2032.6,75.94839609483962
114,114,774,790000,50000,134304.0,2202.0,11,6,60.99182561307902,1,2032.6,60.991825613079016
115,115,774,790000,50000,124527.0,2179.0,11,7,57.14869206057825,1,2032.6,57.14869206057824
116,116,774,790000,50000,113841.0,1884.0,11,8,60.425159235668794,1,2032.6,60.425159235668794
117,117,774,790000,50000,103716.0,2170.0,11,9,47.795391705069115,1,2032.6,47.79539170506911
118,118,774,790000,50000,103059.0,2199.0,11,10,46.86630286493861,1,2032.6,46.86630286493861
119,119,774,790000,50000,93453.0,2202.0,11,11,42.4400544959128,1,2032.6,42.44005449591279
120,120,776,1131000,100000,296910.0,1094.0,12,2,271.39853747714807,1,2047.3,271.39853747714807
121,121,776,1131000,100000,391005.0,2188.0,12,3,178.7042961608775,1,2047.3,178.7042961608775
122,122,776,1131000,100000,321480.0,2196.0,12,4,146.39344262295083,1,2047.3,146.39344262295083
123,123,776,1131000,100000,252789.0,2099.0,12,5,120.43306336350643,1,2047.3,120.43306336350643
124,124,776,1131000,100000,210789.0,2130.0,12,6,98.96197183098593,1,2047.3,98.96197183098593
125,125,776,1131000,100000,186468.0,2204.0,12,7,84.6043557168784,1,2047.3,84.6043557168784
126,126,776,1131000,100000,175239.0,2149.0,12,8,81.54443927408097,1,2047.3,81.54443927408097
127,127,776,1131000,100000,162495.0,2053.0,12,9,79.15002435460302,1,2047.3,79.15002435460302
128,128,776,1131000,100000,142152.0,2155.0,12,10,65.96380510440835,1,2047.3,65.96380510440835
129,129,776,1131000,100000,127824.0,2205.0,12,11,57.97006802721089,1,2047.3,57.970068027210885
130,130,778,1015000,100000,397290.0,1394.0,13,2,285.0,1,2082.8,285.0
131,131,778,1015000,100000,446619.0,2190.0,13,3,203.93561643835616,1,2082.8,203.93561643835616
132,132,778,1015000,100000,351096.0,2169.0,13,4,161.86998616874138,1,2082.8,161.86998616874138
133,133,778,1015000,100000,282285.0,2064.0,13,5,136.76598837209306,1,2082.8,136.76598837209306
134,134,778,1015000,100000,221556.0,2202.0,13,6,100.6158038147139,1,2082.8,100.6158038147139
135,135,778,1015000,100000,197850.0,2196.0,13,7,90.09562841530057,1,2082.8,90.09562841530057
136,136,778,1015000,100000,167292.0,2030.0,13,8,82.40985221674876,1,2082.8,82.40985221674876
137,137,778,1015000,100000,159669.0,2174.0,13,9,73.44480220791169,1,2082.8,73.44480220791169
138,138,778,1015000,100000,142998.0,2205.0,13,10,64.8517006802721,1,2082.8,64.8517006802721
139,139,778,1015000,100000,127887.0,2204.0,13,11,58.02495462794919,1,2082.8,58.02495462794919
140,140,780,637000,50000,549609.0,966.0,14,6,568.9534161490682,0,2058.875,235.2668060421366
141,141,780,637000,50000,415674.0,2177.0,14,7,190.93890675241158,1,2058.875,190.93890675241158
142,142,780,637000,50000,314334.0,2144.0,14,8,146.61100746268656,1,2058.875,146.61100746268656
143,143,780,637000,50000,183018.0,1465.0,14,9,124.92696245733788,1,2058.875,124.92696245733788
144,144,780,637000,50000,3921.0,25.0,14,10,156.84,0,2058.875,82.52303520738158
145,145,780,637000,50000,79155.0,1973.0,14,11,40.11910795742524,1,2058.875,40.11910795742526
146,146,780,637000,50000,103278.0,2183.0,14,12,47.31012368300504,1,2058.875,47.31012368300504
147,147,780,637000,50000,101175.0,2201.0,14,13,45.96774193548386,1,2058.875,45.96774193548386
148,148,780,637000,50000,90279.0,2132.0,14,14,42.344746716697934,1,2058.875,42.34474671669793
149,149,780,637000,50000,88227.0,2196.0,14,15,40.17622950819672,1,2058.875,40.17622950819672
150,150,782,746000,50000,640866.0,937.0,15,6,683.9551760939167,0,2061.625,286.92732222573545
151,151,782,746000,50000,468708.0,2185.0,15,7,214.5116704805492,1,2061.625,214.51167048054924
152,152,782,746000,50000,303375.0,2135.0,15,8,142.096018735363,1,2061.625,142.09601873536303
153,153,782,746000,50000,303768.0,1471.0,15,9,206.50441876274644,1,2061.625,206.50441876274644
154,154,782,746000,50000,0.0,1.0,15,10,0.0,0,2061.625,118.89377564643348
155,155,782,746000,50000,62316.0,1992.0,15,11,31.283132530120483,1,2061.625,31.283132530120497
156,156,782,746000,50000,62052.0,2182.0,15,12,28.43813015582035,1,2061.625,28.438130155820353
157,157,782,746000,50000,48564.0,2199.0,15,13,22.08458390177353,1,2061.625,22.084583901773527
158,158,782,746000,50000,47466.0,2131.0,15,14,22.274049741905213,1,2061.625,22.274049741905213
159,159,782,746000,50000,49230.0,2198.0,15,15,22.397634212920842,1,2061.625,22.397634212920842
160,160,818,1409000,100000,420102.0,1491.0,16,1,281.7585513078472,1,2087.7,281.7585513078472
161,161,818,1409000,100000,676686.0,2173.0,16,2,311.4063506672802,1,2087.7,311.4063506672802
162,162,818,1409000,100000,506043.0,2143.0,16,3,236.1376574895007,1,2087.7,236.13765748950067
163,163,818,1409000,100000,324057.0,2160.0,16,4,150.0263888888889,1,2087.7,150.0263888888889
164,164,818,1409000,100000,244587.0,1967.0,16,5,124.34519572953735,1,2087.7,124.34519572953735
165,165,818,1409000,100000,198939.0,2183.0,16,6,91.13101236830047,1,2087.7,91.13101236830047
166,166,818,1409000,100000,186342.0,2178.0,16,7,85.5564738292011,1,2087.7,85.5564738292011
167,167,818,1409000,100000,165879.0,2204.0,16,8,75.26270417422867,1,2087.7,75.26270417422869
168,168,818,1409000,100000,155013.0,2205.0,16,9,70.30068027210885,1,2087.7,70.30068027210885
169,169,818,1409000,100000,139581.0,2173.0,16,10,64.23423838011965,1,2087.7,64.23423838011965
170,170,820,970000,50000,682812.0,2104.0,17,1,324.53041825095056,1,2165.5,324.53041825095056
171,171,820,970000,50000,661344.0,2186.0,17,2,302.5361390667887,1,2165.5,302.5361390667887
172,172,820,970000,50000,431475.0,2155.0,17,3,200.22041763341068,1,2165.5,200.2204176334107
173,173,820,970000,50000,273357.0,2030.0,17,4,134.65862068965518,1,2165.5,134.65862068965515
174,174,820,970000,50000,195324.0,2201.0,17,5,88.74329850068148,1,2165.5,88.74329850068148
175,175,820,970000,50000,173013.0,2201.0,17,6,78.60654248069059,1,2165.5,78.60654248069059
176,176,820,970000,50000,157341.0,2183.0,17,7,72.07558405863492,1,2165.5,72.07558405863492
177,177,820,970000,50000,133404.0,2183.0,17,8,61.11039853412735,1,2165.5,61.11039853412734
178,178,820,970000,50000,119934.0,2204.0,17,9,54.41651542649728,1,2165.5,54.416515426497284
179,179,820,970000,50000,105411.0,2208.0,17,10,47.74048913043478,1,2165.5,47.74048913043479
180,180,822,1565000,100000,581826.0,1692.0,18,1,343.86879432624113,1,2123.5,343.86879432624113
181,181,822,1565000,100000,719988.0,2160.0,18,2,333.32777777777784,1,2123.5,333.32777777777784
182,182,822,1565000,100000,780756.0,2142.0,18,3,364.49859943977583,1,2123.5,364.49859943977583
183,183,822,1565000,100000,573249.0,2200.0,18,4,260.56772727272727,1,2123.5,260.56772727272727
184,184,822,1565000,100000,460530.0,2196.0,18,5,209.7131147540984,1,2123.5,209.7131147540984
185,185,822,1565000,100000,371784.0,2183.0,18,6,170.3087494273935,1,2123.5,170.3087494273935
186,186,822,1565000,100000,310926.0,2139.0,18,7,145.3604488078541,1,2123.5,145.36044880785414
187,187,822,1565000,100000,269877.0,2209.0,18,8,122.17157084653692,1,2123.5,122.17157084653695
188,188,822,1565000,100000,224196.0,2130.0,18,9,105.256338028169,1,2123.5,105.25633802816901
189,189,822,1565000,100000,181326.0,2184.0,18,10,83.02472527472527,1,2123.5,83.02472527472528
190,190,824,676000,50000,507237.0,1621.0,19,1,312.916101172116,1,2112.7,312.916101172116
191,191,824,676000,50000,651801.0,2135.0,19,2,305.2932084309133,1,2112.7,305.2932084309133
192,192,824,676000,50000,449649.0,2142.0,19,3,209.92016806722683,1,2112.7,209.92016806722683
193,193,824,676000,50000,241827.0,2177.0,19,4,111.0826825907212,1,2112.7,111.08268259072122
194,194,824,676000,50000,220362.0,2139.0,19,5,103.02103786816272,1,2112.7,103.02103786816272
195,195,824,676000,50000,174216.0,2179.0,19,6,79.95227168425882,1,2112.7,79.95227168425882
196,196,824,676000,50000,122991.0,2150.0,19,7,57.20511627906978,1,2112.7,57.205116279069784
197,197,824,676000,50000,122952.0,2206.0,19,8,55.73526745240253,1,2112.7,55.73526745240254
198,198,824,676000,50000,105768.0,2206.0,19,9,47.945602901178596,1,2112.7,47.9456029011786
199,199,824,676000,50000,90018.0,2172.0,19,10,41.44475138121547,1,2112.7,41.444751381215475
200,200,826,880000,50000,600669.0,2148.0,20,1,279.64106145251395,1,2166.6,279.64106145251395
201,201,826,880000,50000,472497.0,2180.0,20,2,216.7417431192661,1,2166.6,216.7417431192661
202,202,826,880000,50000,223920.0,2058.0,20,3,108.80466472303208,1,2166.6,108.80466472303206
203,203,826,880000,50000,145911.0,2112.0,20,4,69.08664772727273,1,2166.6,69.08664772727275
204,204,826,880000,50000,133149.0,2202.0,20,5,60.467302452316076,1,2166.6,60.467302452316076
205,205,826,880000,50000,123744.0,2200.0,20,6,56.24727272727273,1,2166.6,56.24727272727273
206,206,826,880000,50000,130950.0,2183.0,20,7,59.98625744388456,1,2166.6,59.98625744388456
207,207,826,880000,50000,106509.0,2182.0,20,8,48.812557286892755,1,2166.6,48.812557286892755
208,208,826,880000,50000,97671.0,2201.0,20,9,44.37573830077237,1,2166.6,44.37573830077237
209,209,826,880000,50000,88920.0,2200.0,20,10,40.41818181818182,1,2166.6,40.41818181818182
210,210,828,1297000,100000,512565.0,1571.0,21,1,326.2667091024825,1,2109.6,326.2667091024825
211,211,828,1297000,100000,682023.0,2159.0,21,2,315.8976377952756,1,2109.6,315.8976377952756
212,212,828,1297000,100000,521418.0,2141.0,21,3,243.53946753853344,1,2109.6,243.53946753853342
213,213,828,1297000,100000,369045.0,2199.0,21,4,167.82401091405183,1,2109.6,167.8240109140518
214,214,828,1297000,100000,264150.0,2070.0,21,5,127.6086956521739,1,2109.6,127.60869565217388
215,215,828,1297000,100000,221817.0,2183.0,21,6,101.61108566193312,1,2109.6,101.61108566193312
216,216,828,1297000,100000,198498.0,2185.0,21,7,90.84576659038902,1,2109.6,90.84576659038902
217,217,828,1297000,100000,171936.0,2207.0,21,8,77.90484821024016,1,2109.6,77.90484821024016
218,218,828,1297000,100000,152763.0,2206.0,21,9,69.24886672710788,1,2109.6,69.2488667271079
219,219,828,1297000,100000,133443.0,2175.0,21,10,61.35310344827586,1,2109.6,61.353103448275874
220,220,830,701000,50000,253950.0,1430.0,22,16,177.58741258741264,1,1600.7777777777776,177.58741258741264
221,221,830,701000,50000,123891.0,721.0,22,17,171.8321775312067,0,1600.7777777777776,229.5777136466475
222,222,830,701000,50000,459519.0,1632.0,22,18,281.5680147058824,1,1600.7777777777776,281.5680147058824
223,223,830,701000,50000,245061.0,2030.0,22,19,120.71970443349754,1,1600.7777777777776,120.7197044334975
224,224,830,701000,50000,213921.0,1375.0,22,20,155.5789090909091,1,1600.7777777777776,155.5789090909091
225,225,830,701000,50000,86991.0,1340.0,22,21,64.9186567164179,1,1600.7777777777776,64.9186567164179
226,226,830,701000,50000,85575.0,1505.0,22,22,56.86046511627906,1,1600.7777777777776,56.86046511627906
227,227,830,701000,50000,95637.0,1068.0,22,23,89.54775280898876,1,1600.7777777777776,89.54775280898875
228,228,830,701000,50000,90066.0,1854.0,22,24,48.579288025889966,1,1600.7777777777776,48.57928802588998
229,229,830,701000,50000,66474.0,2173.0,22,25,30.590888173032674,1,1600.7777777777776,30.59088817303268
230,230,837,874000,50000,0.0,1.0,23,16,0.0,0,720.0,284.6019793073546
231,231,837,874000,50000,198291.0,561.0,23,17,353.45989304812827,0,720.0,247.73127220895987
232,232,837,874000,50000,343281.0,1628.0,23,18,210.86056511056512,1,720.0,210.86056511056512
233,233,837,874000,50000,257331.0,1479.0,23,19,173.98985801217037,1,720.0,173.98985801217037
234,234,837,874000,50000,241479.0,1555.0,23,20,155.291961414791,1,720.0,155.291961414791
235,235,837,874000,50000,56628.0,576.0,23,21,98.3125,0,720.0,132.63743455774548
236,236,837,874000,50000,0.0,1.0,23,22,0.0,0,720.0,109.98290770069994
237,237,837,874000,50000,0.0,1.0,23,23,0.0,0,720.0,87.32838084365443
238,238,837,874000,50000,0.0,1.0,23,24,0.0,0,720.0,64.67385398660889
239,239,837,874000,50000,58701.0,1397.0,23,25,42.01932712956335,1,720.0,42.01932712956335
240,240,852,569000,50000,339837.0,1737.0,24,3,195.64594127806564,1,2108.7,195.64594127806564
241,241,852,569000,50000,208305.0,2063.0,24,4,100.97188560349008,1,2108.7,100.97188560349008
242,242,852,569000,50000,147054.0,2163.0,24,5,67.98613037447988,1,2108.7,67.98613037447987
243,243,852,569000,50000,124620.0,2163.0,24,6,57.6144244105409,1,2108.7,57.6144244105409
244,244,852,569000,50000,96672.0,2177.0,24,7,44.40606338998622,1,2108.7,44.40606338998623
245,245,852,569000,50000,92817.0,2115.0,24,8,43.88510638297873,1,2108.7,43.88510638297873
246,246,852,569000,50000,90231.0,2188.0,24,9,41.2390310786106,1,2108.7,41.2390310786106
247,247,852,569000,50000,80733.0,2181.0,24,10,37.016506189821186,1,2108.7,37.01650618982119
248,248,852,569000,50000,73938.0,2170.0,24,11,34.072811059907835,1,2108.7,34.072811059907835
249,249,852,569000,50000,62439.0,2130.0,24,12,29.31408450704225,1,2108.7,29.314084507042253
250,250,854,425000,30000,293139.0,1730.0,25,3,169.44450867052024,1,2100.3,169.44450867052024
251,251,854,425000,30000,157494.0,2010.0,25,4,78.35522388059702,1,2100.3,78.35522388059702
252,252,854,425000,30000,120477.0,2124.0,25,5,56.72175141242938,1,2100.3,56.721751412429384
253,253,854,425000,30000,104850.0,2148.0,25,6,48.812849162011176,1,2100.3,48.81284916201118
254,254,854,425000,30000,81231.0,2172.0,25,7,37.39917127071824,1,2100.3,37.39917127071824
255,255,854,425000,30000,77526.0,2102.0,25,8,36.88201712654615,1,2100.3,36.88201712654615
256,256,854,425000,30000,78039.0,2189.0,25,9,35.650525354042934,1,2100.3,35.650525354042934
257,257,854,425000,30000,69360.0,2186.0,25,10,31.7291857273559,1,2100.3,31.7291857273559
258,258,854,425000,30000,62553.0,2182.0,25,11,28.66773602199817,1,2100.3,28.667736021998167
259,259,854,425000,30000,58026.0,2160.0,25,12,26.863888888888887,1,2100.3,26.863888888888884
260,260,856,865000,50000,323073.0,1708.0,26,3,189.1528103044496,1,2101.1,189.1528103044496
261,261,856,865000,50000,331380.0,1990.0,26,4,166.52261306532662,1,2101.1,166.52261306532662
262,262,856,865000,50000,247386.0,2166.0,26,5,114.21329639889194,1,2101.1,114.21329639889194
263,263,856,865000,50000,212388.0,2154.0,26,6,98.6016713091922,1,2101.1,98.6016713091922
264,264,856,865000,50000,200226.0,2166.0,26,7,92.44044321329642,1,2101.1,92.44044321329642
265,265,856,865000,50000,171570.0,2131.0,26,8,80.51149694978885,1,2101.1,80.51149694978885
266,266,856,865000,50000,140568.0,2176.0,26,9,64.59926470588235,1,2101.1,64.59926470588235
267,267,856,865000,50000,121734.0,2198.0,26,10,55.38398544131028,1,2101.1,55.38398544131027
268,268,856,865000,50000,121677.0,2174.0,26,11,55.969181232750685,1,2101.1,55.969181232750685
269,269,856,865000,50000,96255.0,2148.0,26,12,44.811452513966465,1,2101.1,44.81145251396646
270,270,860,1059000,100000,201726.0,1393.0,27,4,144.8140703517588,1,1195.4,144.8140703517588
271,271,860,1059000,100000,132612.0,721.0,27,5,183.92787794729546,0,1195.4,105.43865110093795
272,272,860,1059000,100000,141045.0,2135.0,27,6,66.06323185011709,1,1195.4,66.06323185011709
273,273,860,1059000,100000,156648.0,1093.0,27,7,143.31930466605672,1,1195.4,143.31930466605672
274,274,860,1059000,100000,138807.0,1922.0,27,8,72.22008324661809,1,1195.4,72.22008324661806
275,275,860,1059000,100000,152157.0,1730.0,27,9,87.95202312138727,1,1195.4,87.95202312138727
276,276,860,1059000,100000,74967.0,454.0,27,10,165.12555066079295,0,1195.4,63.86222699110448
277,277,860,1059000,100000,53070.0,769.0,27,11,69.01170351105331,0,1195.4,39.772430860821714
278,278,860,1059000,100000,26190.0,1670.0,27,12,15.682634730538922,1,1195.4,15.682634730538922
