,Unnamed: 0,No,CPA Pretty Well ID,Reference (KB) Elev. (ft),Ground Elevation (ft),MD (All Wells) (ft),TVD (ft),Bot-Hole direction (N/S)/(E/W),Bot-Hole Easting (NAD83),Bot-Hole Northing (NAD83),Stimulation Fluid,Total Proppant Placed (tonne),Avg Proppant Placed per Stage (tonne),Total Fluid Pumped (m3),Avg Fluid Pumped per Stage (m3),Stages Actual,Completed Length (m),Avg Frac Spacing (m),Load Fluid Rec (m3),Load Fluid (m3),Avg Fluid Pumped / Meter (m3),Avg Proppant Placed / Meter (tonne),Proppant Composition,Proppant Name 1,Proppant Size 1,Avg Proppant 1 Placed (tonne),Total Proppant 1 Placed (tonne),Total Ceramic Proppant Placed (tonne),Total Sand Proppant Placed (tonne),Y_first6,Y_last6,Y_t,C_t,J_t,time,Outlier J_t,X_t,Outlier X_t
13,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,61455.0,5976.0,744.0,19,0,82.6008064516129,0
14,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,60612.0,5808.0,716.0,20,0,84.6536312849162,0
15,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,59049.0,5385.0,739.0,21,0,79.90392422192151,0
16,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,56967.0,4695.0,708.0,22,0,80.46186440677967,0
17,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,55557.0,5178.0,591.0,23,0,94.00507614213198,0
18,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,54384.0,5400.0,741.0,24,0,73.39271255060729,0
19,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,51453.0,5109.0,720.0,25,0,71.4625,0
20,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,52503.0,5196.0,744.0,26,0,70.56854838709677,0
21,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,47718.0,4521.0,720.0,27,0,66.275,0
22,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,46356.0,4083.0,743.0,28,0,62.39030955585464,0
23,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,44790.0,3960.0,738.0,29,0,60.6910569105691,0
24,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,43866.0,3864.0,694.0,30,0,63.20749279538905,0
25,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,42549.0,3867.0,732.0,31,0,58.127049180327866,0
26,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,41910.0,4731.0,720.0,32,0,58.208333333333336,0
27,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,39252.0,4659.0,669.0,33,0,58.672645739910315,0
28,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,39261.0,4644.0,706.0,34,0,55.610481586402265,0
29,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,46926.0,5085.0,560.0,35,0,83.79642857142858,0
30,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,41079.0,4368.0,743.0,36,0,55.28802153432032,0
31,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,48309.0,4575.0,255.0,37,0,189.4470588235294,0
32,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,46437.0,5037.0,728.0,38,0,63.78708791208791,0
33,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,36555.0,4230.0,720.0,39,0,50.770833333333336,0
34,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,35895.0,4203.0,742.0,40,0,48.37601078167116,0
35,48,1,1,2908,2888,20325,10015,0.834537847,0.824660244,0.006074581,Slickwater,5821.72,145.54,40553.7,1013.84,40,2947.7,75.56,2295.07,41017.91,13.76,1.98,Sand,Sand,40/70,145.54,5821.72,0.0,5821.72,99180.33333,40612.5,35400.0,3969.0,726.0,41,0,48.760330578512395,0
36,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,1482.0,1548.0,48.0,7,0,30.875,0
37,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,151515.0,14967.0,648.0,8,0,233.81944444444446,0
38,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,235626.0,0.0,680.0,9,0,346.50882352941176,0
39,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,136260.0,31725.0,683.0,10,0,199.502196193265,0
40,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,126114.0,22710.0,658.0,11,0,191.66261398176292,0
41,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,123303.0,17574.0,696.0,12,0,177.1594827586207,0
42,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,114399.0,13458.0,701.0,13,0,163.19400855920114,0
43,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,98718.0,11427.0,639.0,14,0,154.4882629107981,0
44,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,82953.0,9747.0,716.0,15,0,115.85614525139665,0
45,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,82551.0,9972.0,675.0,16,0,122.29777777777778,0
46,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,78069.0,8718.0,710.0,17,0,109.95633802816901,0
47,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,74856.0,8178.0,734.0,18,0,101.98365122615805,0
48,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,69711.0,7389.0,723.0,19,0,96.41908713692946,0
49,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,65205.0,6813.0,666.0,20,0,97.9054054054054,0
50,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,63327.0,6696.0,744.0,21,0,85.11693548387096,0
51,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,60165.0,6330.0,720.0,22,0,83.5625,0
52,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,57267.0,5859.0,740.0,23,0,77.38783783783784,0
53,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,53136.0,5532.0,708.0,24,0,75.05084745762711,0
54,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,53154.0,5211.0,645.0,25,0,82.4093023255814,0
55,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,48078.0,5460.0,741.0,26,0,64.88259109311741,0
56,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,45210.0,5004.0,720.0,27,0,62.791666666666664,0
57,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,46650.0,4851.0,744.0,28,0,62.70161290322581,0
58,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,41196.0,4377.0,719.0,29,0,57.29624478442281,0
59,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,38886.0,4353.0,743.0,30,0,52.33647375504711,0
60,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,36075.0,4035.0,736.0,31,0,49.014945652173914,0
61,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,35217.0,3912.0,673.0,32,0,52.32838038632987,0
62,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,33219.0,4527.0,730.0,33,0,45.50547945205479,0
63,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,33723.0,4449.0,719.0,34,0,46.90264255910987,0
64,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,32271.0,4245.0,661.0,35,0,48.821482602118,0
65,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,31977.0,4470.0,701.0,36,0,45.61626248216833,0
66,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,36258.0,4476.0,558.0,37,0,64.97849462365592,0
67,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,25923.0,3786.0,743.0,38,0,34.889636608344546,0
68,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,24729.0,3651.0,171.0,39,0,144.6140350877193,0
69,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,35724.0,4488.0,726.0,40,0,49.20661157024794,0
70,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,26070.0,3726.0,719.0,41,0,36.258692628650905,0
71,49,3,2,2910,2889,20456,10213,0.847738015,0.828923612,0.009650532,Slickwater,6091.64,152.29,38424.1,960.6,40,2963.42,75.96,1916.81,38975.0,12.97,2.06,Sand,Sand,40/70,152.29,6091.64,0.0,6091.64,102906.3333,28682.0,23388.0,3627.0,742.0,42,0,31.52021563342318,0
72,50,5,3,2911,2888,20453,10221,0.91373494,0.844093655,0.024075299,Slickwater,6322.7,158.07,42203.0,1055.08,40,2944.35,75.47,3739.82,42618.61,14.33,2.15,Sand,Sand,40/70,158.07,6322.7,0.0,6322.7,85081.0,26751.5,204702.0,0.0,408.0,6,0,501.72058823529414,0
73,50,5,3,2911,2888,20453,10221,0.91373494,0.844093655,0.024075299,Slickwater,6322.7,158.07,42203.0,1055.08,40,2944.35,75.47,3739.82,42618.61,14.33,2.15,Sand,Sand,40/70,158.07,6322.7,0.0,6322.7,85081.0,26751.5,237939.0,297.0,698.0,7,0,340.8868194842407,0
74,50,5,3,2911,2888,20453,10221,0.91373494,0.844093655,0.024075299,Slickwater,6322.7,158.07,42203.0,1055.08,40,2944.35,75.47,3739.82,42618.61,14.33,2.15,Sand,Sand,40/70,158.07,6322.7,0.0,6322.7,85081.0,26751.5,140163.0,44709.0,681.0,8,0,205.8193832599119,0
75,50,5,3,2911,2888,20453,10221,0.91373494,0.844093655,0.024075299,Slickwater,6322.7,158.07,42203.0,1055.08,40,2944.35,75.47,3739.82,42618.61,14.33,2.15,Sand,Sand,40/70,158.07,6322.7,0.0,6322.7,85081.0,26751.5,107802.0,36618.0,708.0,9,0,152.26271186440678,0
76,50,5,3,2911,2888,20453,10221,0.91373494,0.844093655,0.024075299,Slickwater,6322.7,158.07,42203.0,1055.08,40,2944.35,75.47,3739.82,42618.61,14.33,2.15,Sand,Sand,40/70,158.07,6322.7,0.0,6322.7,85081.0,26751.5,106329.0,30393.0,380.0,10,0,279.81315789473683,0
77,50,5,3,2911,2888,20453,10221,0.91373494,0.844093655,0.024075299,Slickwater,6322.7,158.07,42203.0,1055.08,40,2944.35,75.47,3739.82,42618.61,14.33,2.15,Sand,Sand,40/70,158.07,6322.7,0.0,6322.7,85081.0,26751.5,60282.0,26373.0,72.0,11,0,837.25,0
78,50,5,3,2911,2888,20453,10221,0.91373494,0.844093655,0.024075299,Slickwater,6322.7,158.07,42203.0,1055.08,40,2944.35,75.47,3739.82,42618.61,14.33,2.15,Sand,Sand,40/70,158.07,6322.7,0.0,6322.7,85081.0,26751.5,70878.0,22815.0,646.0,12,0,109.71826625386997,0
79,50,5,3,2911,2888,20453,10221,0.91373494,0.844093655,0.024075299,Slickwater,6322.7,158.07,42203.0,1055.08,40,2944.35,75.47,3739.82,42618.61,14.33,2.15,Sand,Sand,40/70,158.07,6322.7,0.0,6322.7,85081.0,26751.5,72888.0,21705.0,695.0,13,0,104.87482014388489,0
80,50,5,3,2911,2888,20453,10221,0.91373494,0.844093655,0.024075299,Slickwater,6322.7,158.07,42203.0,1055.08,40,2944.35,75.47,3739.82,42618.61,14.33,2.15,Sand,Sand,40/70,158.07,6322.7,0.0,6322.7,85081.0,26751.5,69816.0,18378.0,673.0,14,0,103.73848439821694,0
81,50,5,3,2911,2888,20453,10221,0.91373494,0.844093655,0.024075299,Slickwater,6322.7,158.07,42203.0,1055.08,40,2944.35,75.47,3739.82,42618.61,14.33,2.15,Sand,Sand,40/70,158.07,6322.7,0.0,6322.7,85081.0,26751.5,65454.0,15417.0,706.0,15,0,92.71104815864022,0
